72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4842.00;10.15;1178.00;big
76;4701.00;10.78;1045.00;big
76;4793.48;9.50;1086.68;big
77;4725.00;9.50;1289.00;big
77;4730.02;9.50;1211.74;big
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5132.00;9.50;377.00;big
81;5418.00;9.50;308.00;big
82;4995.00;9.50;482.00;big
82;4959.00;9.50;401.00;big
83;5438.00;9.50;485.00;big
83;5261.00;9.50;518.00;big
84;5019.00;9.50;739.00;big
84;5173.00;10.25;600.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5519.00;9.50;154.00;big
86;5251.00;9.50;123.00;big
87;5071.00;9.50;1683.00;big
87;5144.00;9.50;1525.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;829.00;9.50;1528.00;big
89;901.00;9.50;1366.00;big
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4764.63;9.50;641.94;big
93;4637.27;9.50;559.71;big
93;4702.94;12.00;598.87;big
93;4541.33;9.50;571.72;small
94;5127.00;9.50;921.00;big
94;5024.00;10.50;1059.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.38;746.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;big
100;3535.00;9.50;845.00;big
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;big
103;3381.00;9.50;244.00;big
104;3855.00;9.50;932.00;big
104;3732.00;9.50;976.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1515.00;9.50;919.00;big
107;1439.00;9.50;995.00;big
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1198.00;9.50;914.00;big
110;1173.00;9.50;690.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;342.00;9.50;1730.00;big
114;584.00;9.50;1816.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3621.29;17.00;1162.13;big
116;3719.35;14.80;1136.70;big
117;1627.00;12.32;1573.00;big
117;1486.00;10.50;1493.00;big
117;1545.49;10.90;1530.82;big
118;922.00;10.30;1643.00;big
118;904.00;11.70;1732.00;big
118;1049.00;16.30;1670.00;big
119;1332.30;10.40;1427.38;big
119;1214.67;12.30;1427.88;big
119;1282.48;10.50;1363.56;big
120;1231.21;11.70;1683.57;big
120;1229.23;11.40;1610.30;big
120;1243.70;11.50;1541.22;big
121;1633.89;11.20;1729.21;big
121;1750.08;11.60;1851.95;big
122;1266.00;9.50;1800.00;big
122;1003.00;11.07;1957.00;big
122;1173.00;11.10;1933.00;big
122;1078.00;11.30;1799.00;big
123;1235.00;13.43;1290.00;big
123;1238.00;13.70;1184.00;big
124;1675.00;9.70;1016.00;big
124;1764.00;9.80;1007.00;big
124;1632.00;13.00;910.00;big
125;2118.00;11.53;614.00;big
125;2080.00;10.10;790.00;big
125;2223.00;11.10;743.00;big
126;2997.79;11.20;1143.16;small
126;3155.01;9.70;1146.15;small
127;3077.06;10.90;1038.92;big
127;2890.58;10.70;977.02;big
127;2749.35;10.70;1089.94;big
128;3278.40;9.90;1129.65;small
128;3293.51;10.60;1072.35;small
129;3343.00;12.30;1315.00;big
129;3270.00;13.23;1304.00;big
130;3318.00;9.80;1531.00;big
130;3291.00;10.10;1476.00;big
130;3252.00;10.20;1513.00;big
131;3229.26;9.90;1610.74;big
131;3271.28;9.90;1586.41;big
132;3334.00;10.23;1766.00;big
132;3285.00;9.73;1737.00;big
132;3357.00;10.55;1680.00;big
132;3272.00;9.80;1673.00;big
133;3452.00;10.50;1709.00;big
133;3470.00;9.80;1598.00;big
133;3417.00;10.80;1633.00;big
134;3462.00;14.30;1377.00;small
134;3532.00;11.25;1336.00;small
134;3518.00;10.25;1386.00;small
135;3519.00;9.70;1443.00;big
135;3439.00;9.73;1437.00;big
136;4013.00;10.48;1478.00;big
136;3855.00;10.45;1531.00;big
137;3543.00;10.55;1535.00;big
137;3630.00;9.80;1558.00;big
137;3592.00;9.60;1489.00;big
137;3466.00;10.13;1502.00;big
138;3713.00;16.13;1573.00;big
138;3721.00;12.43;1664.00;big
139;3192.00;12.68;251.00;big
139;3223.00;14.32;136.00;big
139;3142.00;12.40;155.00;big
139;3275.00;14.90;226.00;big
140;3208.00;12.00;539.00;big
140;3205.00;11.15;658.00;big
140;3081.00;10.70;573.00;big
141;4135.00;10.32;1062.00;big
141;4238.00;10.00;1046.00;big
142;4435.00;12.10;973.00;big
142;4464.00;9.82;855.00;big
142;4389.00;10.15;897.00;big
143;4588.00;11.18;1288.00;big
143;4648.00;11.03;1268.00;big
143;4666.00;12.10;1351.00;big
143;4605.90;12.60;1390.15;small
144;4455.00;10.20;1157.00;big
144;4479.00;13.85;1223.00;big
144;4398.90;19.10;1215.02;small
145;4264.00;21.63;1168.00;big
145;4103.00;22.58;1201.00;big
146;4117.14;18.40;1113.76;small
146;4288.08;12.60;1105.48;small
146;4217.27;18.40;1097.42;small
147;4051.00;9.70;1892.00;big
147;4679.59;10.70;1898.75;big
147;5152.86;9.70;1910.46;big
148;4900.70;12.70;1404.82;big
148;4962.00;12.10;1521.00;big
148;4841.92;10.70;1570.10;big
149;4810.00;10.90;1743.00;big
149;5195.00;11.75;1784.00;big
150;3570.20;10.00;1860.81;big
150;3734.77;10.40;1866.27;big
150;3645.84;9.70;1803.09;big
151;4268.00;10.75;1709.00;big
151;4028.00;10.30;1718.00;big
151;4149.00;10.00;1615.00;big
152;4411.00;13.63;1446.00;big
152;4544.00;13.65;1457.00;big
152;4275.00;13.30;1499.00;big
153;3948.00;9.80;1029.00;big
153;4038.00;9.90;1097.00;big
154;5029.00;11.95;1390.00;small
154;5002.00;11.70;1321.00;small
154;4894.00;11.28;1212.00;small
154;4971.00;12.53;1256.00;small
155;4834.00;11.85;1416.00;big
155;4744.00;10.07;1366.00;big
155;4715.00;10.98;1481.00;big
156;5074.73;12.00;27.23;small
156;5055.09;9.80;102.21;big
156;5101.64;10.30;169.41;big
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4338.00;10.80;688.00;small
158;4435.00;9.70;596.00;small
158;4392.00;9.95;637.00;small
159;4612.93;12.90;695.83;big
159;4561.00;10.45;641.00;big
160;4699.00;10.50;903.00;big
160;4748.00;10.78;777.00;big
161;2466.00;9.80;1899.00;small
161;2545.00;13.15;1895.00;small
162;3884.00;18.85;1231.00;big
162;3812.00;13.85;1207.00;big
163;1944.00;10.13;752.00;big
163;1754.00;9.95;694.00;big
163;1825.00;10.60;619.00;big
163;1792.00;10.32;842.00;big
164;4670.00;11.32;1142.00;big
164;4641.00;11.15;1205.00;big
164;4631.00;10.88;1080.00;big
165;4508.00;9.95;1019.00;big
165;4577.00;9.82;1032.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4970.00;12.53;576.00;big
167;5093.00;10.75;526.00;big
168;3093.00;9.50;1316.00;big
168;3015.00;9.50;1412.00;big
169;3020.00;9.50;1317.00;big
169;2948.00;10.18;1342.00;big
170;1601.00;9.50;1312.00;big
170;1463.00;9.50;1295.00;big
171;841.00;9.50;1665.00;big
171;753.00;9.50;1800.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2901.00;9.50;1649.00;big
173;2865.00;9.50;1701.00;big
174;2963.01;9.50;1909.93;big
174;2870.89;9.50;1780.50;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;109.00;9.98;430.00;big
178;5592.00;9.50;372.00;big
179;461.00;11.63;366.00;big
179;329.00;9.50;445.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;1512.00;10.30;1367.00;big
181;1550.00;9.90;1454.00;big
181;1434.00;10.30;1411.00;big
182;1117.00;14.93;1552.00;big
182;979.00;16.13;1524.00;big
182;1054.00;16.02;1461.00;big
183;890.00;13.90;1557.00;small
183;955.00;12.30;1447.00;small
183;912.00;11.90;1492.00;small
184;1321.00;10.07;1137.00;big
184;1400.00;9.93;1141.00;big
185;1053.00;10.10;1377.00;big
185;1154.00;16.27;1309.00;big
186;2696.00;13.60;1365.00;big
186;2691.00;10.60;1303.00;big
187;2690.00;11.38;787.00;big
187;2814.00;9.70;767.00;big
187;2609.00;9.80;859.00;big
187;2743.00;10.80;866.00;big
188;3406.42;11.30;1194.84;small
188;3483.49;10.00;1185.53;small
189;2682.00;14.23;1159.00;small
189;2731.00;15.00;1212.00;small
190;3310.00;10.48;942.00;big
190;3284.00;11.20;813.00;big
191;3525.36;12.80;288.90;big
191;3547.72;12.50;369.23;big
192;2846.02;14.00;1223.10;small
192;2928.19;11.80;1223.40;small
193;1811.11;10.70;964.09;big
193;1900.71;9.80;946.67;big
193;1958.64;10.40;882.06;big
194;1674.00;14.93;660.00;big
194;1577.00;15.70;846.00;big
194;1604.00;17.08;741.00;big
195;1873.00;10.40;431.00;big
195;1956.00;10.30;356.00;big
195;1866.00;9.70;283.00;big
196;1728.00;19.52;430.00;big
196;1759.00;10.65;565.00;big
197;1435.72;11.10;1723.97;big
197;1505.01;9.60;1640.57;big
198;1697.23;11.50;1629.49;big
198;1779.07;9.80;1675.86;big
199;1387.53;10.60;1577.85;big
199;1353.54;10.20;1641.36;big
199;1417.58;10.50;1526.74;big
200;1923.59;10.20;1707.42;small
201;3200.00;10.05;1407.00;big
201;3240.00;9.90;1450.00;big
202;2964.00;9.70;1649.00;small
203;3005.00;11.80;1822.00;big
203;3044.00;11.10;1776.00;big
204;3108.24;13.30;1494.85;small
204;3156.54;11.40;1492.28;small
205;3299.00;12.85;331.00;big
205;3330.00;11.40;448.00;big
206;3111.00;9.50;1646.00;big
206;3047.00;9.50;1626.00;big
207;2962.00;9.50;1693.00;small
207;2976.00;9.50;1626.00;small
208;2759.00;10.45;1480.00;small
208;2808.00;10.43;1490.00;small
208;2798.00;10.30;1447.00;small
209;4598.00;12.07;1565.00;big
209;4384.00;11.50;1620.00;big
209;4544.00;10.57;1699.00;big
210;2777.00;11.90;1296.00;big
210;2728.00;10.75;1274.00;big
211;3113.00;9.82;1596.00;big
211;3162.00;10.40;1591.00;big
212;3423.00;10.05;1537.00;big
212;3330.00;10.13;1613.00;big
212;3374.00;10.03;1576.00;big
213;3387.00;9.80;1489.00;big
213;3345.28;9.80;1460.96;big
213;3337.94;9.80;1424.60;small
214;3393.00;13.25;1294.00;big
214;3453.00;17.35;1306.00;big
215;3331.00;10.40;1825.00;big
215;3330.00;11.05;1927.00;big
215;3459.00;10.30;1800.00;big
216;3056.00;14.03;450.00;big
216;3074.00;14.13;278.00;big
217;3990.18;19.80;1229.63;big
217;4029.51;22.50;1173.63;small
218;4051.00;12.63;1302.00;big
218;4189.00;13.65;1384.00;big
219;4319.00;17.80;1311.00;small
219;4526.00;13.88;1343.00;small
219;4432.00;13.20;1318.00;small
220;4287.48;11.90;1000.61;big
220;4298.02;10.50;937.92;big
220;4315.81;10.30;1070.57;small
220;4339.67;12.50;986.44;small
220;4334.36;9.80;914.59;small
221;4400.00;10.07;704.00;small
221;4359.00;11.05;781.00;small
222;4552.00;9.95;1116.00;big
222;4575.00;9.80;1204.00;big
223;3949.00;10.90;1166.00;big
223;3861.00;11.28;1093.00;big
224;4679.00;10.70;281.00;big
224;4930.00;10.00;279.00;big
225;4795.00;9.90;187.00;small
225;4945.00;9.82;170.00;small
225;4688.00;10.30;165.00;small
226;5113.00;11.05;275.00;big
226;5026.85;9.80;383.50;big
227;4887.00;10.20;433.00;small
227;4797.00;11.40;397.00;small
228;3705.00;11.48;1242.00;big
228;3563.00;14.68;1251.00;big
229;3166.00;14.20;1446.00;big
230;3093.00;13.30;1405.00;big
230;3050.00;10.73;1428.00;big
231;2084.60;11.90;521.94;big
231;2015.23;11.40;471.09;big
231;1957.96;11.00;542.05;big
232;4379.00;15.55;1087.00;big
232;4452.00;13.25;1079.00;big
233;3749.00;9.80;1345.00;big
233;3723.00;9.85;1475.00;big
234;3897.64;18.50;1308.99;small
234;3955.73;17.50;1351.10;small
235;2599.11;10.10;1067.95;small
235;2571.35;9.70;950.75;small
236;3096.92;10.80;838.88;big
236;3128.02;10.90;765.28;big
237;2941.82;10.70;844.15;big
237;2913.96;11.10;770.83;big
238;2938.00;10.57;1418.00;small
238;2978.00;10.10;1417.00;small
239;2988.71;15.80;1456.09;big
239;3037.19;14.00;1472.45;big
240;3031.00;10.85;1276.00;small
240;2945.00;11.70;1366.00;small
240;2942.00;9.98;1326.00;small
241;3356.00;14.23;660.00;big
241;3362.00;12.32;558.00;big
242;4744.00;11.30;499.00;small
242;4586.25;11.30;520.60;small
242;4490.00;12.18;539.00;small
244;3005.00;11.80;1822.00;big
244;3044.00;11.10;1776.00;big
246;2952.00;10.28;1648.00;small
246;2992.00;9.70;1631.00;small
247;3000.00;11.75;743.00;big
247;3011.00;11.35;632.00;big
